Engine Fuel Type,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,MSRP,Popularity,,Make,Year
premium unleaded (recommended),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,257,4,2,26,20,74995,613,,Lotus,2009
premium unleaded (recommended),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,240,4,2,26,20,65690,613,,Lotus,2009
premium unleaded (recommended),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,240,4,2,26,20,65690,613,,Lotus,2010
premium unleaded (recommended),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,240,4,2,26,20,65690,613,,Lotus,2011
premium unleaded (recommended),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,257,4,2,26,20,70750,613,,Lotus,2011
premium unleaded (recommended),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,257,4,2,26,20,74950,613,,Lotus,2011
premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Crossover,Luxury",Midsize,4dr SUV,297,6,4,24,17,35200,190,,Infiniti,2011
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Luxury",Midsize,4dr SUV,297,6,4,24,17,36600,190,,Infiniti,2011
premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Crossover,Luxury,Performance",Midsize,4dr SUV,297,6,4,24,17,37400,190,,Infiniti,2011
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Luxury,Performance",Midsize,4dr SUV,297,6,4,24,17,38800,190,,Infiniti,2011
premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Crossover,Luxury,Performance",Midsize,4dr SUV,297,6,4,24,17,38100,190,,Infiniti,2012
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Luxury",Midsize,4dr SUV,297,6,4,24,17,37200,190,,Infiniti,2012
premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Crossover,Luxury",Midsize,4dr SUV,297,6,4,24,17,35800,190,,Infiniti,2012
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Luxury,Performance",Midsize,4dr SUV,297,6,4,24,17,39500,190,,Infiniti,2012
premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Crossover,Luxury",Midsize,4dr SUV,325,6,4,25,17,36900,190,,Infiniti,2013
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Luxury",Midsize,4dr SUV,325,6,4,24,17,38300,190,,Infiniti,2013
premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Crossover,Luxury,Performance",Midsize,4dr SUV,325,6,4,25,17,39250,190,,Infiniti,2013
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Luxury,Performance",Midsize,4dr SUV,325,6,4,24,17,40650,190,,Infiniti,2013
regular unleaded,AUTOMATIC,rear wheel drive,"Crossover,Performance",Compact,Crew Cab Pickup,292,8,4,21,15,31145,5657,,Ford,2009
regular unleaded,AUTOMATIC,rear wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,20,14,29835,5657,,Ford,2009
regular unleaded,AUTOMATIC,four wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,19,13,28510,5657,,Ford,2009
regular unleaded,AUTOMATIC,four wheel drive,Crossover,Compact,Crew Cab Pickup,292,8,4,19,14,33670,5657,,Ford,2009
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Compact,Crew Cab Pickup,292,8,4,19,14,33670,5657,,Ford,2009
regular unleaded,AUTOMATIC,rear wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,20,14,29835,5657,,Ford,2009
regular unleaded,AUTOMATIC,four wheel drive,Crossover,Compact,Crew Cab Pickup,292,8,4,19,14,29820,5657,,Ford,2009
regular unleaded,AUTOMATIC,rear wheel drive,Crossover,Compact,Crew Cab Pickup,292,8,4,21,15,31145,5657,,Ford,2009
regular unleaded,AUTOMATIC,rear wheel drive,Crossover,Compact,Crew Cab Pickup,292,8,4,21,15,27295,5657,,Ford,2009
regular unleaded,AUTOMATIC,four wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,19,13,32360,5657,,Ford,2009
regular unleaded,AUTOMATIC,rear wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,20,14,25985,5657,,Ford,2009
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,19,13,32360,5657,,Ford,2009
regular unleaded,AUTOMATIC,rear wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,20,14,33065,5657,,Ford,2010
regular unleaded,AUTOMATIC,four wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,19,13,35590,5657,,Ford,2010
regular unleaded,AUTOMATIC,rear wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,20,14,28210,5657,,Ford,2010
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,19,13,35590,5657,,Ford,2010
regular unleaded,AUTOMATIC,four wheel drive,Crossover,Compact,Crew Cab Pickup,210,6,4,19,13,30735,5657,,Ford,2010
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel,Performance",Midsize,4dr SUV,290,6,4,24,17,33000,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Crossover,Flex Fuel,Performance",Midsize,4dr SUV,290,6,4,23,17,40200,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel,Performance",Midsize,4dr SUV,290,6,4,24,17,38200,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,23,17,32700,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,24,17,30700,5657,,Ford,2015
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Midsize,4dr SUV,365,6,4,22,16,43100,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Crossover,Flex Fuel,Performance",Midsize,4dr SUV,290,6,4,23,17,35000,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,23,16,35400,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,24,17,41300,5657,,Ford,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,365,6,4,22,16,52970,5657,,Ford,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,365,6,4,22,16,43500,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,24,17,31050,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,23,16,33050,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,23,16,43300,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,24,17,33400,5657,,Ford,2016
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Midsize,4dr SUV,365,6,4,22,16,53235,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,23,16,33310,5657,,Ford,2017
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Flex Fuel,Performance",Midsize,4dr SUV,280,4,4,27,19,41525,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,24,17,33625,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,24,17,31160,5657,,Ford,2017
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Midsize,4dr SUV,365,6,4,22,16,45205,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,290,6,4,23,16,35775,5657,,Ford,2017
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Flex Fuel,Performance",Midsize,4dr SUV,280,4,4,25,18,43675,5657,,Ford,2017
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,136,4,2,26,19,2000,436,,Mitsubishi,1993
regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,2dr Hatchback,136,4,2,22,17,2000,436,,Mitsubishi,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,113,4,2,26,21,2000,436,,Mitsubishi,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,136,4,4,26,19,2000,436,,Mitsubishi,1993
regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,136,4,4,22,17,2000,436,,Mitsubishi,1993
regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,136,4,4,22,17,2000,436,,Mitsubishi,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,136,4,4,26,19,2000,436,,Mitsubishi,1993
regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,136,4,4,22,18,2000,436,,Mitsubishi,1994
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,136,4,2,24,18,2000,436,,Mitsubishi,1994
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,113,4,2,27,21,2000,436,,Mitsubishi,1994
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,136,4,2,25,19,2000,436,,Mitsubishi,1994
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,136,4,4,25,19,2000,436,,Mitsubishi,1994
regular unleaded,AUTOMATIC,four wheel drive,Hatchback,Compact,4dr Hatchback,136,4,4,21,17,2000,436,,Mitsubishi,1995
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,136,4,4,24,18,2000,436,,Mitsubishi,1995
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Flex Fuel,Midsize,Cargo Van,310,8,3,17,13,32760,1385,,Chevrolet,2014
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Cargo Van,195,6,3,19,14,27710,1385,,Chevrolet,2014
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Flex Fuel,Midsize,Passenger Van,310,8,3,17,13,34525,1385,,Chevrolet,2014
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,17,11,34160,1385,,Chevrolet,2014
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,310,8,3,17,13,30970,1385,,Chevrolet,2014
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,285,8,3,17,11,36030,1385,,Chevrolet,2014
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,17,11,31865,1385,,Chevrolet,2014
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,17,11,32190,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,17,11,34485,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,17,11,35915,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,285,8,3,17,11,36700,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,285,8,3,17,11,36355,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,17,11,34015,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,285,8,3,16,11,37500,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,16,11,32990,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,16,11,35285,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,16,11,36715,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,285,8,3,16,11,34815,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,285,8,3,16,11,37155,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,rear wheel drive,"Factory Tuner,Performance",Large,Regular Cab Pickup,360,8,2,15,12,5691,5657,,Ford,1999
regular unleaded,AUTOMATIC,rear wheel drive,"Factory Tuner,Performance",Large,Regular Cab Pickup,360,8,2,15,12,5860,5657,,Ford,2000
regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,23,18,45090,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,25,18,34205,5657,,Ford,2015
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,35310,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,25,18,36555,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,55305,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,43785,5657,,Ford,2015
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,39310,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,30975,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,39485,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,31320,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,23,17,33515,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,52545,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,35360,5657,,Ford,2015
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,37665,5657,,Ford,2015
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,39610,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,23,17,36055,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,26030,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,51585,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,49120,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,31625,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,46140,5657,,Ford,2015
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,33655,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,49420,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,23,17,37630,5657,,Ford,2015
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,41970,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,34745,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,51885,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,30675,5657,,Ford,2015
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,41670,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,52845,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,41840,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,26330,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,25,18,30090,5657,,Ford,2015
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,31200,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,25,18,32545,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,55010,5657,,Ford,2015
regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,23,18,42735,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,35045,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,37815,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,23,17,40050,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,31185,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,53775,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,25,18,37140,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,26540,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,25,18,30600,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,52815,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,53475,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,56235,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,40070,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,50050,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,31905,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,35330,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,26840,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,34165,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,35895,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,35870,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,25,18,34790,5657,,Ford,2016
regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,23,18,43490,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,32210,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,23,17,36565,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,31485,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,40365,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,25,18,33055,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,23,17,38215,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,40065,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,42725,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,31710,5657,,Ford,2016
regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,23,18,45845,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,38325,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,50350,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,42425,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,55940,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,42425,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,23,17,34025,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,23,17,40635,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,38250,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,35630,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,52515,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,44540,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,46895,5657,,Ford,2016
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,31710,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,56260,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,40070,5657,,Ford,2017
regular unleaded,AUTOMATIC,rear wheel drive,Performance,Large,Crew Cab Pickup,365,6,4,25,18,59600,5657,,Ford,2017
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,40365,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,46895,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,26540,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,23,17,36565,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,31905,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,44540,5657,,Ford,2017
regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,23,18,45845,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,38325,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,31185,5657,,Ford,2017
